state,Region,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed,last_available_confirmed
,,2020-02-25 00:00:00,2020-02-26 00:00:00,2020-02-27 00:00:00,2020-02-28 00:00:00,2020-02-29 00:00:00,2020-03-01 00:00:00,2020-03-02 00:00:00,2020-03-03 00:00:00,2020-03-04 00:00:00,2020-03-05 00:00:00,2020-03-06 00:00:00,2020-03-07 00:00:00,2020-03-08 00:00:00,2020-03-09 00:00:00,2020-03-10 00:00:00,2020-03-11 00:00:00,2020-03-12 00:00:00,2020-03-13 00:00:00,2020-03-14 00:00:00,2020-03-15 00:00:00,2020-03-16 00:00:00,2020-03-17 00:00:00,2020-03-18 00:00:00,2020-03-19 00:00:00,2020-03-20 00:00:00,2020-03-21 00:00:00,2020-03-22 00:00:00,2020-03-23 00:00:00,2020-03-24 00:00:00,2020-03-25 00:00:00,2020-03-26 00:00:00,2020-03-27 00:00:00,2020-03-28 00:00:00,2020-03-29 00:00:00,2020-03-30 00:00:00,2020-03-31 00:00:00,2020-04-01 00:00:00,2020-04-02 00:00:00,2020-04-03 00:00:00,2020-04-04 00:00:00,2020-04-05 00:00:00,2020-04-06 00:00:00,2020-04-07 00:00:00,2020-04-08 00:00:00,2020-04-09 00:00:00,2020-04-10 00:00:00,2020-04-11 00:00:00,2020-04-12 00:00:00,2020-04-13 00:00:00,2020-04-14 00:00:00,2020-04-15 00:00:00,2020-04-16 00:00:00,2020-04-17 00:00:00,2020-04-18 00:00:00,2020-04-19 00:00:00,2020-04-20 00:00:00,2020-04-21 00:00:00,2020-04-22 00:00:00,2020-04-23 00:00:00,2020-04-24 00:00:00,2020-04-25 00:00:00,2020-04-26 00:00:00,2020-04-27 00:00:00,2020-04-28 00:00:00,2020-04-29 00:00:00,2020-04-30 00:00:00,2020-05-01 00:00:00,2020-05-02 00:00:00,2020-05-03 00:00:00,2020-05-04 00:00:00,2020-05-05 00:00:00,2020-05-06 00:00:00,2020-05-07 00:00:00,2020-05-08 00:00:00,2020-05-09 00:00:00,2020-05-10 00:00:00,2020-05-11 00:00:00,2020-05-12 00:00:00,2020-05-13 00:00:00,2020-05-14 00:00:00,2020-05-15 00:00:00,2020-05-16 00:00:00,2020-05-17 00:00:00,2020-05-18 00:00:00,2020-05-19 00:00:00,2020-05-20 00:00:00,2020-05-21 00:00:00,2020-05-22 00:00:00,2020-05-23 00:00:00,2020-05-24 00:00:00,2020-05-25 00:00:00,2020-05-26 00:00:00,2020-05-27 00:00:00,2020-05-28 00:00:00,2020-05-29 00:00:00,2020-05-30 00:00:00,2020-05-31 00:00:00,2020-06-01 00:00:00,2020-06-02 00:00:00,2020-06-03 00:00:00,2020-06-04 00:00:00,2020-06-05 00:00:00,2020-06-06 00:00:00,2020-06-07 00:00:00,2020-06-08 00:00:00,2020-06-09 00:00:00,2020-06-10 00:00:00,2020-06-11 00:00:00,2020-06-12 00:00:00,2020-06-13 00:00:00
,,25/02,26/02,27/02,28/02,29/02,01/03,02/03,03/03,04/03,05/03,06/03,07/03,08/03,09/03,10/03,11/03,12/03,13/03,14/03,15/03,16/03,17/03,18/03,19/03,20/03,21/03,22/03,23/03,24/03,25/03,26/03,27/03,28/03,29/03,30/03,31/03,01/04,02/04,03/04,04/04,05/04,06/04,07/04,08/04,09/04,10/04,11/04,12/04,13/04,14/04,15/04,16/04,17/04,18/04,19/04,20/04,21/04,22/04,23/04,24/04,25/04,26/04,27/04,28/04,29/04,30/04,01/05,02/05,03/05,04/05,05/05,06/05,07/05,08/05,09/05,10/05,11/05,12/05,13/05,14/05,15/05,16/05,17/05,18/05,19/05,20/05,21/05,22/05,23/05,24/05,25/05,26/05,27/05,28/05,29/05,30/05,31/05,01/06,02/06,03/06,04/06,05/06,06/06,07/06,08/06,09/06,10/06,11/06,12/06,13/06
AC,Norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,11,11,17,21,23,23,25,25,34,41,42,43,45,46,46,48,50,50,58,62,70,72,77,90,99,101,115,135,142,163,176,195,214,227,234,258,279,301,317,354,404,487,553,658,733,817,943,1014,1177,1335,1447,1460,1590,1694,1740,1785,1867,1996,2234,2482,2817,3103,3343,3867,4160,4501,4781,5251,5600,5841,6072,6219,6326,6465,6679,7021,7284,7525,7983,8127,8457,8746,9091,9295,9534
AL,Nordeste,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,4,6,7,7,8,10,11,11,12,14,17,17,18,18,18,23,23,28,31,34,37,37,45,48,48,58,72,83,89,110,132,159,171,210,243,324,413,501,560,643,777,957,1045,1226,1371,1441,1538,1605,1703,1867,2033,2170,2258,2343,2580,2761,2972,3212,3593,3816,4031,4319,4437,4916,5302,5630,6214,6682,7058,7580,8056,8619,9223,10288,10837,11559,12407,13096,13939,15706,16339,16339,17193,18176,19200,20031,20887
AM,Norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,7,11,26,32,47,54,67,81,111,140,151,175,200,229,260,311,417,532,636,804,899,981,1049,1206,1275,1484,1554,1719,1809,1897,2044,2160,2270,2479,2888,3194,3635,3833,3928,4337,4801,5254,5723,6062,6683,7313,8109,9243,10099,10727,11925,12599,12919,14168,15816,17181,18392,19677,20328,20913,22132,23704,25367,27038,28802,29867,30282,31949,33508,36146,38909,40560,41378,41774,43195,44347,46473,47666,48785,49269,49817,51234,52849,53989,55111,56026
AP,Norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,4,8,8,10,11,12,19,29,32,39,51,107,110,166,193,237,244,308,342,362,375,400,416,435,466,492,555,648,689,821,842,918,1016,1080,1121,1187,1482,1733,1931,2046,2199,2322,2493,2613,2671,2910,3005,3428,3630,3834,3952,4023,4310,4549,5188,5655,5655,6353,6584,6967,7619,8152,8469,9313,9602,9890,10511,11107,11551,12327,12773,13045,13294,13771,14623,15166,15683,16322
BA,Nordeste,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,7,7,9,10,14,27,31,34,41,55,63,79,91,108,123,127,156,176,217,246,267,290,336,401,437,462,515,568,616,640,674,723,776,884,967,1064,1200,1249,1377,1504,1645,1845,1979,2116,2248,2356,2564,2676,2867,3140,3315,3566,3734,4040,4301,4528,4818,5174,5558,5808,6204,6547,6955,8128,8314,8443,8881,11013,11197,11941,12557,13000,13899,14204,14566,15070,15963,16917,17626,18392,18898,21430,22451,23463,26419,27396,28250,28715,30481,32685,33891,34665,35788
CE,Nordeste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19,24,68,84,125,164,185,211,237,282,322,359,382,401,445,563,658,745,960,1045,1188,1394,1445,1558,1668,1747,1935,2070,2291,2412,2747,3062,3306,3485,3682,4116,4702,5121,5667,6260,6783,6985,7409,7861,8000,8309,8379,11040,11470,12310,13888,15134,15879,16692,17599,18412,19156,21077,23059,23795,24255,26363,28112,30560,31413,34573,35122,35595,36185,37021,37275,37821,38395,47822,48489,50504,54683,56056,56056,62176,63575,64271,66218,69023,71947,74692,75784,76429
DF,Centro Oeste,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,8,14,19,19,34,42,87,108,117,138,161,195,201,241,260,298,312,333,370,400,419,456,468,485,503,509,527,556,592,618,641,651,688,727,756,796,860,875,913,959,968,1012,1020,1125,1189,1230,1313,1423,1546,1605,1720,1793,1837,2046,2258,2442,2576,2682,2799,2979,3192,3416,3787,4140,4368,4618,4853,5271,5542,5948,6248,6638,6930,7210,7761,8300,8722,9474,9780,10510,11256,12020,12923,14208,15850,16623,16948,18090,19433,20507,21396,21959
ES,Sudeste,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,4,4,8,8,11,13,16,26,26,33,40,40,48,54,61,72,85,97,120,139,153,166,194,209,227,273,300,349,383,430,463,557,734,935,952,1099,1195,1212,1313,1351,1453,1665,1711,1819,1944,2164,2538,2688,2913,3104,3208,3351,3540,3714,3988,4242,4412,4599,4819,5087,5401,5813,6198,6595,6744,7157,7693,8495,8878,9520,9918,10007,10365,10889,11484,12203,12903,13437,13690,14285,15151,16121,16894,18109,18950,19619,20659,21964,23391,24428,25502,26011
GO,Centro Oeste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,9,10,12,15,18,19,21,23,29,35,38,49,56,56,60,65,73,73,88,103,115,119,133,159,179,191,209,229,233,284,304,318,335,378,393,403,421,438,453,486,506,573,616,661,705,781,808,825,850,861,922,1024,1027,1053,1069,1093,1100,1115,1225,1460,1605,1652,1692,1781,1880,2049,2155,2344,2435,2488,2515,2706,2906,3101,3521,3609,3726,4017,4486,4701,5102,5605,5770,5857,6302,6936,7380,7774,7926,7941
MA,Nordeste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,8,8,8,10,13,15,21,30,51,70,80,87,95,132,171,229,272,293,344,398,445,478,630,695,797,1040,1205,1320,1396,1604,1757,1951,2105,2223,2410,2528,2804,3190,3506,3805,4040,4227,4530,5028,5389,5909,6765,7599,8144,8526,9112,9801,10739,11592,12492,13238,14198,15114,16058,17212,18767,21191,22786,24278,26145,27979,30482,32620,34639,35297,36625,38174,40629,43313,45470,47593,48537,49371,52069,53508,55680,57605,58859
MG,Sudeste,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,4,6,14,19,29,38,55,83,128,130,133,153,189,205,231,261,275,314,370,397,430,498,525,559,614,655,698,750,806,815,884,903,958,1021,1077,1154,1189,1230,1283,1308,1419,1481,1548,1586,1649,1758,1827,1935,2023,2118,2347,2452,2605,2770,2943,3123,3237,3320,3435,3733,3950,4196,4474,4611,4695,4977,5286,5596,5995,6338,6668,6962,7516,8011,8686,9232,9630,10464,10670,10939,12010,13034,13995,14939,15703,15883,16102,17501,18448,20106,20614
MS,Centro Oeste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,7,9,12,16,21,21,24,24,25,28,31,36,44,48,51,53,60,62,65,66,80,85,89,97,100,101,113,115,121,131,143,161,168,171,173,175,186,213,217,234,238,240,249,255,261,266,272,274,283,288,311,326,346,362,385,405,430,452,479,508,570,613,642,693,746,805,858,1023,1100,1186,1262,1356,1418,1489,1568,1646,1802,1925,1997,2132,2253,2324,2455,2597,2853,3001,3235,3235
MT,Centro Oeste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,7,9,11,11,11,11,18,25,28,41,44,60,60,76,78,90,108,112,121,123,134,138,151,156,162,171,174,181,181,205,220,241,246,249,256,263,292,302,320,333,337,344,366,385,419,464,502,519,545,604,673,734,792,857,901,941,1005,1090,1187,1271,1363,1464,1594,1744,1909,2085,2262,2413,2485,2636,2817,3029,3388,3593,3788,4033,4243,4504,4762,5086,5390,5739
PA,Norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,5,5,7,13,16,18,20,26,34,41,49,75,82,86,123,154,165,169,217,237,259,310,384,487,557,627,641,685,902,1026,1195,1267,1579,1745,2070,2219,2319,2586,2999,3359,3727,3920,4262,4756,5524,5935,6519,7018,7348,8069,9059,10344,11479,12626,13464,14201,15467,15467,18929,20532,22697,24125,24815,27366,29882,31671,35132,37296,37859,37961,40014,43652,46473,46473,46473,53860,54271,57570,60636,63405,65151,66328,68456
PB,Nordeste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,5,6,10,14,14,17,18,21,29,32,34,35,36,41,55,79,85,101,111,136,152,165,195,205,236,245,263,301,345,386,447,499,543,633,698,814,926,1034,1169,1219,1361,1493,1657,1849,2030,2156,2341,2525,2777,3045,3361,3739,4063,4347,4786,5300,5838,6238,6882,7508,7823,8016,8919,10209,11132,12011,12862,13162,13695,14859,16018,17579,18579,19787,20310,20951,22452,24032,25370,26556,27454
PE,Nordeste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,8,8,18,19,28,31,33,37,42,42,46,48,57,68,73,77,87,95,106,136,176,201,223,352,401,555,684,816,960,1154,1284,1484,1683,2006,2193,2459,2690,2908,3298,3604,3999,4507,4898,5358,5724,6194,6876,7334,8145,8643,8863,9325,9881,10824,11587,12470,13275,13768,14309,14901,15588,16209,18488,19452,20094,21242,22560,23911,25760,26786,27759,28366,28854,29919,30713,32255,33427,34450,34900,35508,36463,37507,38511,39361,40242,40705,41010,41935,42994,43872,44671
PI,Nordeste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,6,8,8,9,10,11,11,18,18,19,19,22,24,24,26,31,38,40,41,44,51,58,75,91,102,123,144,158,186,206,217,256,297,331,364,408,454,513,600,665,742,784,875,949,1051,1131,1233,1278,1332,1443,1612,1784,1905,2085,2252,2287,2440,2637,2852,3074,3258,3390,3550,3720,3966,4243,4503,4745,4931,5119,5506,5828,6064,6717,7105,7478,7621,7927,8359,8823,9337,9825,10153
PR,Sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,12,14,23,36,43,54,60,70,97,106,125,137,152,160,185,229,258,307,401,445,466,511,550,621,655,688,750,768,803,816,845,887,960,1002,1022,1039,1077,1096,1133,1155,1171,1201,1286,1364,1423,1464,1510,1533,1581,1608,1647,1678,1734,1809,1859,1873,1930,2023,2091,2167,2272,2316,2390,2519,2656,2855,2985,3147,3260,3384,3567,3768,4041,4300,4538,4752,4900,5235,5567,5895,6434,6693,6987,7121,7410,7934,8569,8818,9233
RJ,Sudeste,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,15,15,15,24,25,25,63,66,66,119,186,233,305,370,421,493,558,600,657,708,832,992,1074,1246,1394,1461,1688,1938,2216,2464,2607,2855,3221,3410,3743,3944,4349,4543,4675,4899,5306,5552,6172,6282,6828,7111,7944,8504,8869,9453,10166,10546,11139,11721,12391,13295,14156,15741,16929,17062,17939,18486,18728,19467,19987,21601,22238,26665,27805,30372,32089,33589,34533,37912,39298,40024,42398,44886,47953,52420,53388,54530,56732,59240,60932,63066,64533,67756,69499,72979,74373,75775,77784,78836
RN,Nordeste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,9,13,13,14,14,19,28,68,68,77,82,92,106,176,215,246,246,254,261,261,263,289,339,376,399,400,463,516,561,595,608,646,708,754,781,825,832,857,1086,1177,1297,1366,1392,1421,1536,1644,1739,1821,1919,1919,1930,2033,2367,2537,2786,2786,3004,3138,3483,3796,4060,4251,4599,4599,4774,5472,5630,5630,6463,7402,7402,8008,8233,9149,9282,9433,9449,9449,10888,11027,11568,13234,13544,13544,13789
RO,Norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,5,5,6,6,6,6,8,9,9,10,10,11,14,18,23,26,28,32,34,42,42,69,73,92,110,128,160,199,223,223,250,290,328,364,393,413,433,502,585,654,705,756,861,943,1098,1222,1263,1302,1398,1460,1612,1686,1794,1918,1963,2043,2413,2499,2499,2774,3109,3201,3268,3493,3862,4252,4502,4743,4942,4942,5477,5714,6459,6862,7701,8110,8626,9220,9850,10547,11224,11632
RR,Norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8,8,10,12,16,16,16,16,26,30,37,42,42,42,49,52,63,75,79,83,113,114,142,164,201,222,244,247,280,297,304,345,401,407,425,425,426,519,519,519,533,578,869,932,1020,1124,1202,1290,1295,1411,1411,1500,1589,1706,1791,1882,1988,1988,1988,2296,2439,2439,2564,2682,2959,3098,3299,3474,3692,3850,4143,4143,4831,5238,5529,5768,6056,6347,6594,6712,6842,6842
RS,Sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,8,8,19,31,43,69,77,96,112,162,190,197,200,230,254,305,316,386,410,418,468,501,555,581,636,640,653,664,685,720,762,792,831,854,869,904,918,970,1039,1096,1166,1208,1256,1350,1420,1529,1619,1666,1690,1768,2019,2100,2182,2493,2542,2576,2808,2917,2997,3101,3695,3734,3735,3750,3798,4973,5473,5918,6336,6470,6559,6785,7048,8234,8843,9242,9332,9496,9919,10398,11010,11583,12037,12135,12250,12802,13619,14168,14384,14627
SC,Sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,6,7,7,14,21,40,57,68,86,109,122,149,163,184,197,219,235,247,281,301,356,379,417,457,501,693,717,732,776,826,853,884,926,962,975,1025,1063,1091,1115,1170,1209,1235,1337,1476,1995,2085,2394,2104,2346,2519,2623,2795,2917,3082,3205,3372,3429,3529,3733,3828,4332,4562,4678,4776,5175,5413,5499,5610,6458,6607,6696,6875,7016,7372,8000,8530,8780,9037,9498,9660,10034,10532,10846,11285,11565,11742,12192,12594,12953,13165,13296
SE,Nordeste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,6,6,7,10,10,10,15,16,16,16,16,16,18,19,22,24,27,32,32,32,36,39,40,42,44,44,45,46,48,53,58,71,86,92,117,118,135,145,154,175,211,280,280,453,517,601,730,772,898,998,1214,1438,1588,1771,1800,2032,2268,2494,2868,3135,3343,3566,3967,4277,4734,4922,5131,5314,5448,5735,5912,6156,6462,6805,6999,7233,7555,7989,8200,8577,8972,9290,9727,10126,10615,11056,11534,12866
SP,Sudeste,1,1,1,2,2,2,2,2,3,6,10,13,16,16,19,30,46,46,65,65,152,164,240,286,396,396,631,745,810,862,1052,1223,1406,1451,1517,2339,2981,3506,4048,4466,4620,4866,5682,6708,7480,8216,8419,8755,8895,9371,11043,11568,12841,13894,14267,14580,15385,15914,16740,17826,20004,20715,21696,24041,26158,28698,30374,31174,31772,32187,34053,37853,39928,41830,44411,45444,46131,47719,51097,54286,58378,61183,62345,63066,65995,69859,73739,76871,80558,82161,83625,86017,89483,95865,101556,107142,109698,111296,118295,123483,129200,134565,140549,143073,144593,150138,156316,162520,167900,172875
TO,Norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,7,7,7,8,9,9,10,11,12,12,12,13,16,17,19,19,23,23,23,25,26,26,27,29,31,32,33,34,35,36,37,43,50,58,67,79,116,137,164,191,246,267,303,351,423,494,572,688,747,828,932,1029,1179,1279,1279,1496,1646,1809,1976,2205,2430,2430,2430,2696,2858,2858,3277,3611,3981,4176,4345,4483,4698,4698,5505,5644,5644,6052,6257,6529,6744,6931,6931
